Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.02.28 22:00:00,93019.78,93044.59,92953.08,92982.39,7174,63,0
2026.02.28 20:00:00,93104.32,93128.38,93019.81,93019.81,7201,63,0
2026.02.28 18:00:00,93199.62,93199.62,93077.85,93104.35,7075,63,0
2026.02.28 16:00:00,93168.73,93207.07,93141.95,93199.65,7201,63,0
2026.02.28 14:00:00,93274.79,93299.23,93158.25,93168.76,7200,63,0
2026.02.28 12:00:00,93335.14,93335.14,93233.43,93274.82,7200,63,0
2026.02.28 10:00:00,93303.88,93365.40,93290.83,93335.17,7200,63,0
2026.02.28 08:00:00,93200.93,93337.32,93180.44,93303.91,7200,63,0
2026.02.28 06:00:00,93242.72,93253.40,93195.31,93200.96,7201,63,0
2026.02.28 04:00:00,93323.11,93331.09,93239.72,93242.75,7200,63,0
2026.02.28 02:00:00,93363.12,93432.85,93323.14,93323.14,7200,63,0
2026.02.28 00:00:00,93394.37,93416.84,93322.46,93363.15,7200,63,0
2026.02.27 22:00:00,93336.02,93465.87,93319.85,93394.40,7201,63,0
2026.02.27 20:00:00,93216.69,93362.58,93202.65,93336.05,7200,63,0
2026.02.27 18:00:00,93260.79,93274.19,93200.96,93216.72,7200,63,0
2026.02.27 16:00:00,93288.16,93288.16,93224.95,93260.82,7200,63,0
2026.02.27 14:00:00,93265.89,93342.52,93230.25,93288.19,7200,63,0
2026.02.27 12:00:00,93255.19,93281.40,93214.78,93265.92,7200,63,0
2026.02.27 10:00:00,93375.52,93378.70,93247.83,93255.22,7200,63,0
2026.02.27 08:00:00,93329.53,93412.94,93317.14,93375.55,7200,63,0
2026.02.27 06:00:00,93437.98,93437.98,93329.56,93329.56,7200,63,0
2026.02.27 04:00:00,93487.62,93508.37,93381.85,93438.01,7200,63,0
2026.02.27 02:00:00,93431.68,93524.26,93426.07,93487.65,7200,63,0
2026.02.27 00:00:00,93552.07,93552.07,93414.26,93431.71,7200,63,0
2026.02.26 22:00:00,93601.85,93623.99,93541.90,93552.10,7200,63,0
2026.02.26 20:00:00,93646.92,93646.92,93560.45,93601.88,7200,63,0
2026.02.26 18:00:00,93431.56,93663.78,93379.46,93646.95,7200,63,0
2026.02.26 16:00:00,93442.75,93447.54,93404.45,93431.59,7200,63,0
2026.02.26 14:00:00,93307.05,93443.32,93236.49,93442.78,7200,63,0
2026.02.26 12:00:00,93324.82,93334.98,93217.41,93307.08,7200,63,0
2026.02.26 10:00:00,93392.70,93411.00,93286.87,93324.85,7200,63,0
2026.02.26 08:00:00,93324.70,93403.07,93303.91,93392.73,7195,63,0
2026.02.26 06:00:00,93407.57,93414.13,93324.73,93324.73,7200,63,0
2026.02.26 04:00:00,93414.25,93450.20,93353.99,93407.60,7200,63,0
2026.02.26 02:00:00,93396.60,93447.40,93335.25,93414.28,7200,63,0
2026.02.26 00:00:00,93388.87,93398.90,93317.89,93396.63,7200,63,0
2026.02.25 22:00:00,93396.57,93437.21,93349.91,93388.90,7201,63,0
2026.02.25 20:00:00,93371.99,93437.31,93363.17,93396.60,7200,63,0
2026.02.25 18:00:00,93364.19,93441.06,93326.84,93372.02,7200,63,0
2026.02.25 16:00:00,93236.00,93384.32,93218.51,93364.22,7200,63,0
2026.02.25 14:00:00,93239.45,93241.82,93149.11,93236.03,7201,63,0
2026.02.25 12:00:00,93294.96,93312.82,93236.31,93239.48,7200,63,0
2026.02.25 10:00:00,93348.31,93348.31,93258.97,93294.99,7200,63,0
2026.02.25 08:00:00,93342.49,93368.91,93299.22,93348.34,7200,63,0
2026.02.25 06:00:00,93357.39,93416.37,93338.52,93342.52,7200,63,0
2026.02.25 04:00:00,93343.29,93365.70,93289.27,93357.42,7201,63,0
2026.02.25 02:00:00,93385.47,93396.88,93314.27,93343.32,7200,63,0
2026.02.25 00:00:00,93304.57,93437.19,93266.26,93385.50,7200,63,0
2026.02.24 22:00:00,93302.55,93312.48,93234.34,93304.60,7200,63,0
2026.02.24 20:00:00,93205.90,93305.79,93163.99,93302.58,7201,63,0
2026.02.24 18:00:00,93219.80,93245.92,93126.24,93205.93,7200,63,0
2026.02.24 16:00:00,93304.99,93344.06,93219.83,93219.83,7200,63,0
2026.02.24 14:00:00,93302.54,93358.72,93288.26,93305.02,7200,63,0
2026.02.24 12:00:00,93358.83,93376.67,93302.57,93302.57,7200,63,0
2026.02.24 10:00:00,93380.08,93397.42,93305.92,93358.86,7201,63,0
2026.02.24 08:00:00,93327.03,93420.80,93311.04,93380.11,7200,63,0
2026.02.24 06:00:00,93418.38,93430.77,93296.61,93327.06,7200,63,0
2026.02.24 04:00:00,93418.25,93485.57,93406.13,93418.41,7200,63,0
2026.02.24 02:00:00,93468.38,93468.38,93375.12,93418.28,7200,63,0
2026.02.24 00:00:00,93502.88,93536.12,93454.10,93468.41,7200,63,0
2026.02.23 22:00:00,93582.36,93659.55,93502.91,93502.91,7200,63,0
2026.02.23 20:00:00,93582.89,93644.04,93557.25,93582.39,7201,63,0
2026.02.23 18:00:00,93550.76,93616.46,93548.06,93582.92,7200,63,0
2026.02.23 16:00:00,93586.63,93649.73,93504.65,93550.79,7200,63,0
2026.02.23 14:00:00,93466.53,93607.96,93435.90,93586.66,7200,63,0
2026.02.23 12:00:00,93474.72,93523.74,93418.32,93466.56,7200,63,0
2026.02.23 10:00:00,93574.07,93590.65,93474.75,93474.75,7114,63,0
2026.02.23 08:00:00,93624.34,93656.94,93574.10,93574.10,7183,63,0
2026.02.23 06:00:00,93702.36,93702.36,93597.75,93624.37,7200,63,0
2026.02.23 04:00:00,93718.17,93736.31,93682.33,93702.39,7201,63,0
2026.02.23 02:00:00,93716.66,93741.57,93663.95,93718.20,7200,63,0
2026.02.23 00:00:00,93710.38,93749.82,93687.34,93716.69,7200,63,0
2026.02.22 22:00:00,93539.92,93719.59,93517.48,93710.41,7200,63,0
2026.02.22 20:00:00,93509.00,93576.06,93497.84,93539.95,7201,63,0
2026.02.22 18:00:00,93534.76,93540.79,93482.07,93509.03,6803,63,0
2026.02.22 16:00:00,93460.35,93557.20,93359.19,93534.79,7201,63,0
2026.02.22 14:00:00,93513.84,93538.68,93440.85,93460.38,7200,63,0
2026.02.22 12:00:00,93684.56,93706.13,93513.87,93513.87,7200,63,0
2026.02.22 10:00:00,93697.49,93728.69,93636.05,93684.59,7200,63,0
2026.02.22 08:00:00,93675.98,93719.06,93611.26,93697.52,7200,63,0
2026.02.22 06:00:00,93708.23,93743.97,93676.01,93676.01,6601,63,0
2026.02.22 04:00:00,93680.00,93722.27,93637.40,93708.26,7200,63,0
2026.02.22 02:00:00,93741.35,93741.35,93643.75,93680.03,7200,63,0
2026.02.22 00:00:00,93890.14,93890.14,93728.76,93741.38,7200,63,0
2026.02.21 22:00:00,93796.29,93890.89,93771.19,93890.17,7201,63,0
2026.02.21 20:00:00,93736.66,93831.16,93706.25,93796.32,6466,63,0
2026.02.21 18:00:00,93798.71,93814.89,93712.39,93736.69,7201,63,0
2026.02.21 16:00:00,93805.15,93852.03,93764.44,93798.74,7200,63,0
2026.02.21 14:00:00,93790.01,93900.67,93755.49,93805.18,7200,63,0
2026.02.21 12:00:00,93817.21,93817.21,93736.49,93790.04,7200,63,0
2026.02.21 10:00:00,93778.81,93854.20,93759.47,93817.24,7201,63,0
2026.02.21 08:00:00,93665.23,93789.78,93647.74,93778.84,7200,63,0
2026.02.21 06:00:00,93562.09,93685.69,93558.91,93665.26,7200,63,0
2026.02.21 04:00:00,93516.72,93589.81,93487.47,93562.12,7200,63,0
2026.02.21 02:00:00,93420.51,93550.48,93411.45,93516.75,7200,63,0
2026.02.21 00:00:00,93459.59,93473.36,93401.24,93420.54,7201,63,0
2026.02.20 22:00:00,93454.94,93497.96,93409.97,93459.62,7200,63,0
2026.02.20 20:00:00,93523.86,93544.75,93454.97,93454.97,7200,63,0
2026.02.20 18:00:00,93494.89,93543.65,93466.17,93523.89,7200,63,0
2026.02.20 16:00:00,93611.59,93614.77,93494.92,93494.92,7201,63,0
2026.02.20 14:00:00,93544.64,93633.36,93543.44,93611.62,7200,63,0
2026.02.20 12:00:00,93554.19,93592.09,93536.29,93544.67,7200,63,0
2026.02.20 10:00:00,93584.72,93620.04,93548.62,93554.22,7198,63,0
2026.02.20 08:00:00,93684.50,93686.72,93546.98,93584.75,7201,63,0
2026.02.20 06:00:00,93568.29,93684.53,93541.81,93684.53,7200,63,0
2026.02.20 04:00:00,93669.26,93669.26,93568.32,93568.32,7200,63,0
2026.02.20 02:00:00,93685.06,93729.62,93646.71,93669.29,7200,63,0
2026.02.20 00:00:00,93722.16,93733.05,93674.23,93685.09,7200,63,0
2026.02.19 22:00:00,93613.36,93765.82,93591.07,93722.19,7201,63,0
2026.02.19 20:00:00,93675.88,93675.88,93562.36,93613.39,7200,63,0
2026.02.19 18:00:00,93683.25,93723.44,93648.70,93675.91,7200,63,0
2026.02.19 16:00:00,93797.53,93797.53,93683.28,93683.28,7200,63,0
2026.02.19 14:00:00,93652.68,93799.15,93600.02,93797.56,7201,63,0
2026.02.19 12:00:00,93527.03,93671.76,93485.76,93652.71,7200,63,0
2026.02.19 10:00:00,93658.86,93693.20,93517.21,93527.06,7200,63,0
2026.02.19 08:00:00,93603.23,93713.30,93599.36,93658.89,7200,63,0
2026.02.19 06:00:00,93687.72,93698.11,93603.26,93603.26,7200,63,0
2026.02.19 04:00:00,93625.36,93707.70,93595.96,93687.75,7201,63,0
2026.02.19 02:00:00,93646.84,93748.04,93608.60,93625.39,7200,63,0
2026.02.19 00:00:00,93622.03,93671.92,93575.65,93646.87,7200,63,0
2026.02.18 22:00:00,93553.78,93623.74,93514.36,93622.06,7200,63,0
2026.02.18 20:00:00,93679.89,93679.89,93553.81,93553.81,7201,63,0
2026.02.18 18:00:00,93567.40,93684.21,93523.81,93679.92,7200,63,0
2026.02.18 16:00:00,93467.59,93575.38,93466.90,93567.43,7200,63,0
2026.02.18 14:00:00,93381.03,93467.62,93361.56,93467.62,7200,63,0
2026.02.18 12:00:00,93456.39,93456.39,93339.90,93381.06,7200,63,0
2026.02.18 10:00:00,93347.78,93462.96,93308.57,93456.42,7201,63,0
2026.02.18 08:00:00,93289.23,93369.44,93288.54,93347.81,7200,63,0
2026.02.18 06:00:00,93383.15,93386.45,93289.26,93289.26,7200,63,0
2026.02.18 04:00:00,93386.87,93407.27,93339.58,93383.18,7200,63,0
2026.02.18 02:00:00,93405.94,93451.50,93376.84,93386.90,7201,63,0
2026.02.18 00:00:00,93448.57,93480.40,93405.97,93405.97,7200,63,0
2026.02.17 22:00:00,93478.67,93512.94,93436.80,93448.60,7200,63,0
2026.02.17 20:00:00,93504.84,93569.05,93449.89,93478.70,7200,63,0
2026.02.17 18:00:00,93579.81,93579.81,93503.47,93504.87,7200,63,0
2026.02.17 16:00:00,93505.15,93585.54,93487.75,93579.84,7201,63,0
2026.02.17 14:00:00,93497.30,93522.20,93449.06,93505.18,7200,63,0
2026.02.17 12:00:00,93407.29,93498.71,93386.04,93497.33,7200,63,0
2026.02.17 10:00:00,93369.92,93448.49,93360.88,93407.32,7200,63,0
2026.02.17 08:00:00,93275.67,93372.98,93258.36,93369.95,7201,63,0
