Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.01.31 23:50:00,106672.73,106691.48,106662.62,106662.62,600,78,0
2026.01.31 23:40:00,106669.56,106681.37,106658.22,106672.79,600,78,0
2026.01.31 23:30:00,106682.58,106704.30,106669.62,106669.62,600,78,0
2026.01.31 23:20:00,106718.58,106718.58,106682.64,106682.64,600,78,0
2026.01.31 23:10:00,106754.58,106754.58,106718.64,106718.64,600,78,0
2026.01.31 23:00:00,106764.39,106767.90,106741.77,106754.64,600,78,0
2026.01.31 22:50:00,106740.25,106771.65,106719.13,106764.45,600,78,0
2026.01.31 22:40:00,106764.15,106764.15,106738.53,106740.31,600,78,0
2026.01.31 22:30:00,106780.01,106780.01,106757.03,106764.21,600,78,0
2026.01.31 22:20:00,106765.26,106794.59,106749.48,106780.07,600,78,0
2026.01.31 22:10:00,106801.26,106801.26,106765.32,106765.32,600,78,0
2026.01.31 22:00:00,106744.03,106811.22,106743.79,106801.32,600,78,0
2026.01.31 21:50:00,106723.20,106747.99,106712.44,106744.09,600,78,0
2026.01.31 21:40:00,106759.20,106759.20,106723.26,106723.26,600,78,0
2026.01.31 21:30:00,106781.74,106781.74,106746.40,106759.26,600,78,0
2026.01.31 21:20:00,106794.29,106807.12,106781.80,106781.80,600,78,0
2026.01.31 21:10:00,106830.29,106830.29,106794.35,106794.35,600,78,0
2026.01.31 21:00:00,106748.19,106836.11,106745.07,106830.35,600,78,0
2026.01.31 20:50:00,106784.19,106784.19,106748.25,106748.25,600,78,0
2026.01.31 20:40:00,106762.17,106799.31,106754.07,106784.25,600,78,0
2026.01.31 20:30:00,106798.17,106798.17,106762.23,106762.23,600,78,0
2026.01.31 20:20:00,106793.63,106815.57,106788.65,106798.23,600,78,0
2026.01.31 20:10:00,106803.15,106829.33,106793.69,106793.69,600,78,0
2026.01.31 20:00:00,106839.15,106839.15,106803.21,106803.21,600,78,0
2026.01.31 19:50:00,106875.15,106875.15,106839.21,106839.21,600,78,0
2026.01.31 19:40:00,106878.09,106901.97,106868.97,106875.21,600,78,0
2026.01.31 19:30:00,106855.64,106907.79,106851.50,106878.15,600,78,0
